Employee_ID,Hire_Date,Department,Level,Gender,Age,Base_Salary,Bonus_USD,Total_Comp,Tenure_Years,Performance_Score,Attrition,Satisfaction_Score,Training_Hours,Absences
EMP-0233,2021-01-11,Engineering,Junior,M,48,158049.36,29123.69,187173.05,4,3.4,Yes,5,4,15
EMP-0234,2021-08-17,Product,Mid,M,55,37757.85,5440.94,43198.79,3.4,3.2,No,4.6,53,15
EMP-0235,2016-08-20,HR,Lead,M,23,58393.35,10601.45,68994.8,8.4,2.9,No,1.9,28,18
EMP-0236,2020-10-28,Product,Mid,F,46,174171.49,36274.73,210446.22,4.2,3.7,No,4.2,20,19
EMP-0237,2018-05-23,Sales,Director,M,30,60127.21,2349.68,62476.89,6.6,3,No,4.8,63,9
EMP-0238,2018-04-18,Engineering,Junior,F,38,86771.36,3440.6,90211.96,6.7,4.3,Yes,1.1,8,10
EMP-0239,2021-02-20,Finance,Junior,Non-binary,36,105522.97,26213.56,131736.53,3.9,4.1,No,4.1,71,8
EMP-0240,2017-12-28,Sales,Director,M,50,150853.1,36304.58,187157.68,7,4,No,4.1,78,3
EMP-0241,2023-01-17,Sales,Mid,M,35,167092.94,6559.76,173652.7,2,2.2,No,4,63,3
EMP-0242,2017-11-12,HR,Mid,M,34,98670.73,10255.59,108926.32,7.1,4.1,No,4.3,60,10
EMP-0243,2019-09-06,Sales,Senior,F,48,87293.29,14512.41,101805.7,5.3,1.6,Yes,2.7,29,4
EMP-0244,2021-07-14,Product,Manager,F,23,99173.91,19094.74,118268.65,3.5,3.9,Yes,4.8,10,10
EMP-0245,2020-07-25,Marketing,Lead,M,47,145082.9,23945.07,169027.97,4.4,3.6,Yes,1.2,80,16
EMP-0246,2019-07-13,Operations,Director,F,44,36145.82,2528.23,38674.05,5.5,3.1,No,3.8,57,20
EMP-0247,2018-09-20,Product,Director,F,47,147433.05,32471.2,179904.25,6.3,1.3,Yes,2.3,16,16
EMP-0248,2023-05-07,Sales,Manager,Non-binary,41,110593.7,20931.14,131524.84,1.7,1.6,No,4.6,69,18
EMP-0249,2019-04-27,Operations,Director,M,54,51014.08,764.52,51778.6,5.7,2.5,Yes,2.4,6,20
EMP-0250,2016-08-10,Engineering,Lead,F,37,151781.2,37527.9,189309.1,8.4,3.3,Yes,4.4,29,11
EMP-0251,2019-05-22,Marketing,Director,M,55,141939.29,3733.96,145673.25,5.6,3.1,No,4.3,46,14
EMP-0252,2016-03-23,Legal,Lead,M,27,44018.08,9777.62,53795.7,8.8,2.9,No,1.3,67,12
EMP-0253,2023-09-25,Legal,Senior,Non-binary,53,127286.87,31710.72,158997.59,1.3,3.8,No,3.9,53,5
EMP-0254,2017-09-05,Product,Director,M,30,175364.61,22498.64,197863.25,7.3,3.1,No,2.8,4,5
EMP-0255,2023-06-04,Legal,Junior,M,45,117905.89,1187.38,119093.27,1.6,1.6,No,2.2,47,9
EMP-0256,2019-08-01,Marketing,Mid,Non-binary,48,42054.4,9401.82,51456.22,5.4,4.6,No,1.7,62,0
EMP-0257,2016-09-12,Sales,Junior,M,52,118093.57,16703.27,134796.84,8.3,4.6,No,2.9,77,4
EMP-0258,2017-09-21,Product,Lead,M,31,160620.11,13059.07,173679.18,7.3,4.2,Yes,2.6,29,12
EMP-0259,2020-09-02,Product,Director,F,27,160563.27,28387.93,188951.2,4.3,3.3,No,3.2,15,20
EMP-0260,2023-02-07,Engineering,Manager,Non-binary,34,143830.99,18073.76,161904.75,1.9,1.1,Yes,1.7,2,8
EMP-0261,2018-04-27,Product,Junior,Non-binary,42,93260.69,1048.8,94309.49,6.7,4.4,No,2.4,23,13
EMP-0262,2015-09-11,Legal,Senior,M,29,177068.99,23983.08,201052.07,9.3,2.1,No,2,11,4
EMP-0263,2019-07-22,Marketing,Junior,Non-binary,42,61311.39,10933.36,72244.75,5.4,2.2,No,2.3,52,10
EMP-0264,2019-07-27,Sales,Junior,F,37,144059.39,21105.75,165165.14,5.4,3,Yes,2.5,14,8
EMP-0265,2015-06-15,Legal,Junior,M,23,94086.6,5497.96,99584.56,9.6,4.5,No,3.2,75,3
EMP-0266,2018-09-21,Marketing,Senior,Non-binary,48,99667.43,21086.58,120754.01,6.3,3,No,2.5,21,7
EMP-0267,2023-07-18,Product,Junior,M,51,174361.59,27057.86,201419.45,1.5,3.6,No,1,61,8
EMP-0268,2019-11-13,HR,Director,F,54,75790.14,3058.44,78848.58,5.1,3.1,No,2.2,50,3
EMP-0269,2017-12-18,Operations,Lead,F,54,173825.49,13832.33,187657.82,7,3.7,No,3.5,57,8
EMP-0270,2018-11-11,HR,Mid,M,43,37301.82,6451.77,43753.59,6.1,3.6,No,3.4,0,0
EMP-0271,2017-07-18,Product,Lead,Non-binary,27,149159.26,24204.72,173363.98,7.5,1.3,No,4.6,56,3
EMP-0272,2020-07-27,HR,Lead,F,22,53090.76,4917.27,58008.03,4.4,1.8,No,1.9,2,8
EMP-0273,2020-04-03,Operations,Director,F,36,177117.27,42831.23,219948.5,4.7,1.1,No,4.6,77,6
EMP-0274,2015-04-27,Legal,Junior,F,58,107547.22,4583.58,112130.8,9.7,1.8,Yes,3.7,77,18
EMP-0275,2017-02-19,Marketing,Director,M,30,72645.55,10350.23,82995.78,7.9,1.9,Yes,3.9,35,6
EMP-0276,2015-12-22,Operations,Director,Non-binary,51,35283.47,3767.52,39050.99,9,3.7,No,4.4,41,13
EMP-0277,2021-05-04,Product,Lead,F,55,145058.15,32050.69,177108.84,3.7,1.9,No,4.7,68,14
EMP-0278,2020-01-13,Finance,Senior,M,58,152112.57,37657.93,189770.5,5,1.9,No,4.8,31,6
EMP-0279,2017-06-10,Sales,Director,M,23,104595.13,21129.76,125724.89,7.6,3.4,No,4.4,31,3
EMP-0280,2022-04-11,Engineering,Senior,Non-binary,37,171814.4,33321.23,205135.63,2.7,3.5,No,3.5,74,3
EMP-0281,2016-01-02,Legal,Senior,M,30,43990.32,8824.32,52814.64,9,1.2,Yes,3.5,8,3
EMP-0282,2015-09-02,Operations,Lead,M,28,124508.79,12796.64,137305.43,9.3,4.5,Yes,1,49,14
EMP-0283,2021-10-20,Sales,Senior,M,51,109995.87,16164.26,126160.13,3.2,1.4,No,3.4,8,18
EMP-0284,2018-10-05,Operations,Senior,M,52,140070.34,15569.67,155640.01,6.2,2,No,1.2,39,18
EMP-0285,2021-09-21,HR,Senior,Non-binary,56,147446.87,5433.75,152880.62,3.3,2.2,No,2.2,1,16
EMP-0286,2017-01-08,Engineering,Lead,F,34,176594.06,28279.54,204873.6,8,1.8,No,2.4,60,14
EMP-0287,2020-10-19,HR,Manager,F,48,82649.76,2166.41,84816.17,4.2,4.5,No,3,0,20
EMP-0288,2018-12-08,Product,Manager,F,37,104708.2,20113.09,124821.29,6.1,4.3,No,1.8,23,0
EMP-0289,2020-01-03,HR,Junior,Non-binary,29,55648.29,6126.99,61775.28,5,3.5,No,1.2,3,6
EMP-0290,2018-05-06,Finance,Senior,F,43,157892.46,9708.98,167601.44,6.7,1.8,No,4.4,12,0
EMP-0291,2017-07-21,Sales,Senior,F,41,101149.53,9347.24,110496.77,7.5,2.5,No,4.8,79,13
EMP-0292,2016-02-05,Marketing,Mid,F,56,89838.35,8405.62,98243.97,8.9,3.4,No,4.7,78,18
EMP-0293,2018-09-10,Marketing,Senior,F,25,126271.58,8841.32,135112.9,6.3,1.5,Yes,4.9,62,6
EMP-0294,2016-08-26,Sales,Mid,Non-binary,46,143939.67,23212.85,167152.52,8.4,3,No,3.1,22,10
EMP-0295,2020-09-23,Product,Director,M,52,73908.64,7408.34,81316.98,4.3,4.7,Yes,3.6,26,7
EMP-0296,2018-08-28,Finance,Lead,F,41,96628.31,9109.22,105737.53,6.3,1.6,No,2,10,4
EMP-0297,2016-05-15,HR,Mid,Non-binary,24,102461.7,15910.4,118372.1,8.6,2.7,No,2.7,47,15
EMP-0298,2020-05-13,Engineering,Mid,M,36,73515.61,1394.75,74910.36,4.6,4.6,No,4.4,65,17
EMP-0299,2016-05-08,Sales,Junior,M,45,40550.8,2030.65,42581.45,8.7,1.8,No,2,35,6
EMP-0300,2017-12-24,Operations,Junior,F,40,154234.78,30196.4,184431.18,7,2.6,No,4.3,1,15
EMP-0301,2023-03-28,Legal,Mid,F,35,103793.55,13384.84,117178.39,1.8,4.1,No,3.9,59,10
EMP-0302,2016-06-28,Finance,Lead,M,35,98608.72,21026.93,119635.65,8.5,1.1,No,3.3,16,9
EMP-0303,2015-08-26,HR,Senior,F,48,96729.31,18200.25,114929.56,9.4,4.1,Yes,2.2,75,0
EMP-0304,2015-03-05,HR,Manager,Non-binary,58,160706.99,39380.13,200087.12,9.8,1.8,No,1.3,49,6
EMP-0305,2022-02-11,Product,Director,F,27,59856.43,10099.06,69955.49,2.9,1.7,Yes,3,23,6
EMP-0306,2016-07-10,Finance,Mid,F,55,45147.02,648.46,45795.48,8.5,3.1,No,2.3,52,12
EMP-0307,2017-02-05,Legal,Lead,M,46,173489.03,37547.34,211036.37,7.9,1.5,No,2.2,60,5
EMP-0308,2019-10-07,Product,Senior,F,22,178707.34,19913.88,198621.22,5.2,4.3,Yes,4.2,67,10
EMP-0309,2022-08-15,Engineering,Director,M,40,128713.37,29568.55,158281.92,2.4,2.4,No,2.6,22,13
EMP-0310,2018-03-20,Legal,Lead,M,33,136285.7,3254.99,139540.69,6.8,3.8,No,2,20,8
EMP-0311,2023-05-22,Sales,Director,F,53,94635.33,18024.74,112660.07,1.6,1.5,No,1.3,13,16
EMP-0312,2020-07-15,Marketing,Senior,F,54,41472.1,277.01,41749.11,4.5,3.6,No,2.5,51,6
EMP-0313,2021-01-01,Operations,Junior,F,42,132192.86,15342.49,147535.35,4,2.8,No,3.2,31,14
EMP-0314,2017-08-27,Operations,Mid,F,23,123013.34,5450.62,128463.96,7.4,1.5,No,1.7,1,8
EMP-0315,2017-08-12,Marketing,Mid,M,56,66344.14,11556.19,77900.33,7.4,4.3,Yes,3.6,13,12
EMP-0316,2019-08-02,Engineering,Junior,M,34,169678.98,15892.33,185571.31,5.4,2,No,1.1,3,0
EMP-0317,2020-04-22,Sales,Mid,M,32,139981.67,1540.24,141521.91,4.7,3.1,No,2.3,80,6
EMP-0318,2018-09-13,Legal,Junior,F,35,50353.37,4070.66,54424.03,6.3,1.1,No,1,27,14
EMP-0319,2018-02-22,Operations,Director,Non-binary,45,41371.15,9158.13,50529.28,6.9,2.6,Yes,3,13,17
EMP-0320,2017-05-04,HR,Director,M,30,83146.75,13206.89,96353.64,7.7,4.5,No,4.9,61,2
EMP-0321,2020-01-20,Product,Lead,Non-binary,36,107995.91,19024.27,127020.18,5,1.1,No,3.5,15,9
EMP-0322,2018-12-14,Finance,Manager,M,25,54945.55,6850.7,61796.25,6.1,1.8,No,1.8,4,7
EMP-0323,2022-12-11,Marketing,Senior,F,24,110526.56,27011.79,137538.35,2.1,3.6,No,4,29,10
EMP-0324,2020-04-07,Engineering,Director,F,36,123169.16,11746.83,134915.99,4.7,2.3,No,3.5,8,15
EMP-0325,2016-04-02,Marketing,Mid,F,27,60182.99,8257.81,68440.8,8.8,4.2,No,1.9,10,13
EMP-0326,2022-05-06,Finance,Mid,M,33,122848.43,9308.86,132157.29,2.7,3.3,No,2.1,61,2
EMP-0327,2020-07-13,Marketing,Lead,M,49,108267.42,19892.19,128159.61,4.5,4,No,1.1,48,13
EMP-0328,2016-05-20,Marketing,Manager,F,38,90165.28,6894.2,97059.48,8.6,2.1,Yes,3.4,9,10
EMP-0329,2017-12-16,Finance,Mid,F,22,36860.97,4614.07,41475.04,7,3.9,No,2.6,53,12
EMP-0330,2020-07-16,Operations,Director,Non-binary,26,94274.2,915.09,95189.29,4.5,4.7,No,4.7,20,6
EMP-0331,2021-05-25,HR,Manager,M,45,135986.03,22128.54,158114.57,3.6,4.7,No,2,4,11
EMP-0332,2015-12-22,Marketing,Senior,Non-binary,51,171918.46,6333.79,178252.25,9,2,Yes,4.8,20,0
EMP-0333,2016-02-21,Legal,Lead,Non-binary,27,110187.87,5201.51,115389.38,8.9,2.7,No,2,38,16
EMP-0334,2023-11-13,Operations,Director,M,27,50844.74,7278.57,58123.31,1.1,4.2,No,2.1,26,12
EMP-0335,2019-01-06,Product,Junior,M,26,147192.83,15375.75,162568.58,6,2.7,No,3.9,21,5
EMP-0336,2020-03-23,Marketing,Mid,M,33,107878.99,2973.1,110852.09,4.8,3.3,No,1.7,7,5
EMP-0337,2018-05-28,Legal,Lead,Non-binary,28,160912.49,6682.94,167595.43,6.6,2.2,No,1.5,8,10
EMP-0338,2015-10-08,Product,Lead,M,22,43853.19,8242.19,52095.38,9.2,1,Yes,4.2,5,3
EMP-0339,2018-09-26,Engineering,Lead,Non-binary,55,178100.04,33899.74,211999.78,6.3,4.7,No,4,77,13
EMP-0340,2020-06-22,HR,Senior,F,45,131436.35,12435.05,143871.4,4.5,1.2,No,4.5,12,0
EMP-0341,2022-12-13,Marketing,Junior,Non-binary,29,161005.77,11248.97,172254.74,2.1,3.8,No,2.5,79,15
EMP-0342,2023-07-22,Finance,Junior,F,23,126897.71,27709.21,154606.92,1.4,4.9,No,3.7,29,19
EMP-0343,2022-07-24,Sales,Senior,M,52,178096.36,38161.6,216257.96,2.4,4.6,No,2.2,24,4
EMP-0344,2023-10-26,Engineering,Mid,M,27,78695.5,13241.74,91937.24,1.2,3.2,No,1.7,57,3
EMP-0345,2022-11-18,Finance,Mid,F,32,144221.62,23787.38,168009,2.1,1.4,No,5,3,5
EMP-0346,2020-07-25,Operations,Mid,F,52,172968.06,28998.15,201966.21,4.4,3.7,Yes,3.5,62,2
EMP-0347,2020-04-19,Sales,Director,F,46,166974.23,31014.12,197988.35,4.7,3.9,Yes,4.9,55,7
EMP-0348,2018-05-04,Operations,Junior,M,27,84334.49,12485.73,96820.22,6.7,1.8,No,3.3,16,10
EMP-0349,2021-10-24,Engineering,Senior,M,56,62529.36,6067.62,68596.98,3.2,2.7,No,4.2,16,16
EMP-0350,2018-02-13,Engineering,Manager,M,42,55981.61,13196.12,69177.73,6.9,4.3,No,3.7,18,19
EMP-0351,2019-03-24,Engineering,Manager,F,41,107844.81,18565.48,126410.29,5.8,2.1,Yes,2.9,27,15
EMP-0352,2019-12-13,Engineering,Senior,F,35,157970.14,36903.12,194873.26,5.1,1.9,No,4.7,22,15
EMP-0353,2021-05-27,Marketing,Junior,Non-binary,47,83924.47,14223.07,98147.54,3.6,5,No,2.6,67,9
EMP-0354,2019-12-07,Legal,Junior,F,42,144078.64,20905.22,164983.86,5.1,4.2,No,2.8,20,18
EMP-0355,2017-08-23,Product,Senior,F,35,66629.79,12466.14,79095.93,7.4,3.9,No,2.4,73,3
EMP-0356,2017-07-14,Marketing,Junior,M,44,176253.02,7915.21,184168.23,7.5,1.2,Yes,3.6,75,13
EMP-0357,2017-11-24,Legal,Mid,M,29,69924.04,8541.67,78465.71,7.1,3.8,No,3.6,48,2
EMP-0358,2022-11-13,Operations,Director,M,45,36682.35,1069.54,37751.89,2.1,1.5,Yes,1.9,75,18
EMP-0359,2022-05-23,Sales,Manager,F,46,105207.76,16954.14,122161.9,2.6,2.7,Yes,1.5,41,2
EMP-0360,2023-03-13,Engineering,Lead,Non-binary,56,148603.81,19693.26,168297.07,1.8,1.3,Yes,3.2,15,6
EMP-0361,2016-03-28,Marketing,Junior,Non-binary,50,151074.38,4647.25,155721.63,8.8,1.5,No,3.6,11,17
EMP-0362,2019-01-03,Sales,Manager,F,45,175110.04,7512.36,182622.4,6,4.9,No,2,5,16
EMP-0363,2019-11-18,Product,Mid,Non-binary,53,135789.72,17743.18,153532.9,5.1,4.9,No,3.4,65,6
EMP-0364,2016-11-27,Engineering,Mid,M,34,55541.76,11887.12,67428.88,8.1,1.9,No,3.4,27,18
EMP-0365,2020-05-05,Legal,Junior,Non-binary,38,72797.79,11825.44,84623.23,4.7,1.7,No,1.3,32,13
EMP-0366,2017-09-07,Sales,Director,F,34,138594.52,19529.43,158123.95,7.3,3.6,Yes,3.4,53,4
EMP-0367,2020-07-13,Engineering,Manager,F,26,74168.16,9854.54,84022.7,4.5,3.7,No,1.3,11,11
EMP-0368,2020-05-05,Finance,Senior,M,28,89687.62,21721.75,111409.37,4.7,2.5,No,4.1,15,5
EMP-0369,2023-12-10,Product,Junior,Non-binary,44,136566.05,29546.01,166112.06,1.1,3.2,Yes,1.4,6,5
EMP-0370,2020-07-06,HR,Director,Non-binary,57,121219.46,25747.92,146967.38,4.5,2.9,No,2,65,4
EMP-0371,2017-03-13,Operations,Junior,F,37,133341.21,13942.28,147283.49,7.8,2.8,No,4.9,59,16
EMP-0372,2019-05-14,Finance,Senior,M,41,93944.64,7344.99,101289.63,5.6,1.4,No,1.3,30,2
EMP-0373,2017-10-02,Sales,Director,F,57,169790.41,34312.39,204102.8,7.3,1,No,3.7,17,15
EMP-0374,2022-09-22,Sales,Lead,M,34,167078.53,31156.69,198235.22,2.3,3.9,Yes,4,31,16
EMP-0375,2015-10-15,Marketing,Director,Non-binary,36,60348.06,5537.7,65885.76,9.2,1.5,No,4.8,54,15
EMP-0376,2021-03-12,Sales,Senior,F,56,158362.67,33961.12,192323.79,3.8,2.2,No,2.2,27,0
EMP-0377,2021-04-10,Engineering,Lead,Non-binary,53,43337.03,63.83,43400.86,3.7,2.8,No,2.4,0,11
EMP-0378,2017-07-12,Engineering,Junior,M,53,63643.94,8418.45,72062.39,7.5,4.6,No,1.5,62,0
EMP-0379,2017-11-09,Finance,Lead,M,45,78396.32,8395.1,86791.42,7.1,1.7,No,1.4,56,14
EMP-0380,2017-03-12,Legal,Junior,F,34,51046.52,3635.79,54682.31,7.8,1.5,No,4,4,5
EMP-0381,2018-08-22,Operations,Junior,M,53,114767.93,22948.42,137716.35,6.4,3.9,No,4,51,16
EMP-0382,2021-03-04,Sales,Junior,F,31,84897.48,289.69,85187.17,3.8,3.7,No,3.7,43,13
EMP-0383,2015-07-16,Operations,Senior,M,27,145330.49,9001.31,154331.8,9.5,1.6,Yes,1.7,35,3
EMP-0384,2019-12-08,Legal,Mid,M,28,136666.02,17163,153829.02,5.1,1.7,Yes,3.5,19,7
EMP-0385,2016-03-13,Engineering,Senior,F,31,96813.93,14920.66,111734.59,8.8,1.4,No,2.5,67,9
EMP-0386,2018-04-11,Legal,Lead,M,54,96925.56,1251.68,98177.24,6.7,1.4,No,2.1,44,13
EMP-0387,2018-06-02,Marketing,Junior,M,25,130762.46,10514.6,141277.06,6.6,2.1,No,4.6,12,13
EMP-0388,2017-05-16,HR,Senior,F,29,49048.65,167.52,49216.17,7.6,3.2,No,2.3,46,18
EMP-0389,2023-10-12,Finance,Director,F,35,119727.45,2610.99,122338.44,1.2,1.4,Yes,1.5,75,20
EMP-0390,2018-04-23,Product,Junior,M,56,124756.5,9402.79,134159.29,6.7,2.9,No,3.1,19,1
EMP-0391,2017-04-14,Operations,Manager,F,45,100029.92,17938.51,117968.43,7.7,4.6,No,2.9,67,16
EMP-0392,2015-03-20,Operations,Director,F,40,41589.56,5886.74,47476.3,9.8,4.2,No,4,50,15
EMP-0393,2023-09-03,Marketing,Lead,Non-binary,46,116562.3,11372.02,127934.32,1.3,3.4,No,1.7,20,18
EMP-0394,2018-10-23,Engineering,Manager,M,54,137624.33,18065.71,155690.04,6.2,2.2,No,2.2,34,17
EMP-0395,2016-03-08,Engineering,Manager,F,40,40668.15,1506.14,42174.29,8.8,4.5,No,2.1,6,20
EMP-0396,2018-04-18,Sales,Junior,F,45,82061.47,19416.31,101477.78,6.7,4.5,No,3.9,52,19
EMP-0397,2019-06-02,Engineering,Senior,F,39,60626.61,14726.27,75352.88,5.6,3.1,Yes,1.4,48,20
EMP-0398,2019-11-21,Finance,Lead,F,42,73975.06,10757.15,84732.21,5.1,4.2,No,1.6,29,13
EMP-0399,2020-03-16,Sales,Lead,F,51,61829.06,13329.61,75158.67,4.8,1.8,No,4.8,23,20
EMP-0400,2019-01-10,Marketing,Mid,M,34,45070.85,811.82,45882.67,6,2,No,1.4,67,4
EMP-0401,2015-10-04,Legal,Lead,M,29,154851.53,29555.19,184406.72,9.2,3.6,No,1.5,10,8
EMP-0402,2017-11-20,Engineering,Junior,M,56,141739.07,11990.77,153729.84,7.1,3.8,No,1.6,72,14
EMP-0403,2017-05-11,Product,Mid,F,25,113811.33,7609.9,121421.23,7.6,3.2,No,4.3,13,17
EMP-0404,2019-02-17,Legal,Mid,M,36,38480.13,4109.06,42589.19,5.9,1.6,No,1.9,49,3
EMP-0405,2022-03-04,Finance,Junior,F,44,46062.04,3843.01,49905.05,2.8,2.4,No,4.6,77,4
EMP-0406,2017-07-17,HR,Manager,F,49,56781.91,9472.26,66254.17,7.5,2.2,No,2.4,13,8
EMP-0407,2022-11-12,Operations,Director,M,22,159948.53,39109.39,199057.92,2.1,4.1,No,2.3,49,14
EMP-0408,2022-02-04,Legal,Director,F,31,48114.82,11965.82,60080.64,2.9,1.7,No,2.4,63,13
EMP-0409,2022-12-14,HR,Mid,F,46,95705.65,11893.87,107599.52,2,3.1,Yes,3.1,29,12
EMP-0410,2016-10-23,Legal,Manager,Non-binary,36,136948.53,8052.34,145000.87,8.2,1,No,2.4,60,4
EMP-0411,2016-01-12,HR,Mid,F,51,55900.34,11925.11,67825.45,9,4.9,No,2,28,1
EMP-0412,2017-02-23,Marketing,Lead,M,49,88894.21,15587.64,104481.85,7.9,3.7,No,2.9,76,5
EMP-0413,2015-03-12,Marketing,Junior,F,26,36809.27,7647.75,44457.02,9.8,2.7,No,2.9,17,16
EMP-0414,2019-08-14,HR,Lead,M,40,51133.67,767.02,51900.69,5.4,3.6,Yes,4,64,5
EMP-0415,2015-07-27,Legal,Director,M,57,138153.98,8912.81,147066.79,9.4,3.3,No,3.8,54,5
EMP-0416,2019-02-17,Legal,Mid,F,47,124761.35,6827.76,131589.11,5.9,1.7,Yes,3.4,9,14
EMP-0417,2022-06-21,Legal,Lead,F,25,151484.19,24489.21,175973.4,2.5,1.8,No,1.4,46,19
EMP-0418,2020-01-08,Operations,Mid,Non-binary,28,44471.28,6638.57,51109.85,5,4,No,1.8,25,20
EMP-0419,2015-04-09,Sales,Manager,Non-binary,24,116742.2,23063.17,139805.37,9.7,1.2,No,1.4,39,0
EMP-0420,2020-05-13,Finance,Senior,M,44,176208.36,30953.5,207161.86,4.6,1.4,No,4.6,64,3
EMP-0421,2023-03-01,Legal,Lead,Non-binary,24,77067.31,2919.65,79986.96,1.8,2.9,No,4.8,29,6
EMP-0422,2017-12-06,HR,Lead,F,43,77172.03,12028.63,89200.66,7.1,4.8,No,4.6,49,7
EMP-0423,2018-10-20,Sales,Mid,Non-binary,53,49123.88,183.5,49307.38,6.2,4.1,No,3.2,11,15
EMP-0424,2016-08-11,Marketing,Senior,F,26,75617.01,6868.45,82485.46,8.4,1.4,No,3.8,58,8
EMP-0425,2022-05-25,Product,Director,F,29,175893.69,21470.42,197364.11,2.6,2.5,No,2.6,79,4
EMP-0426,2022-06-17,HR,Senior,M,48,108361.65,7120.1,115481.75,2.5,4.5,No,3.5,7,7
EMP-0427,2023-01-05,Sales,Senior,M,32,117669.39,25117.39,142786.78,2,1.9,No,3.7,44,14
EMP-0428,2022-11-18,Product,Junior,M,33,141107.83,32365.21,173473.04,2.1,4.7,No,1.8,42,2
EMP-0429,2020-06-20,Product,Mid,M,29,75364.38,721.28,76085.66,4.5,1.6,No,1.6,27,10
EMP-0430,2015-10-25,Legal,Junior,F,49,176891.32,9438.07,186329.39,9.2,1.8,No,4.8,54,8
EMP-0431,2019-11-06,Sales,Mid,M,39,93734.93,6991.14,100726.07,5.2,3.8,No,3.1,33,5
EMP-0432,2015-02-14,HR,Senior,F,34,85645.06,8973.48,94618.54,9.9,2.9,No,4.9,55,11
EMP-0433,2021-01-18,Finance,Junior,Non-binary,31,81941.22,20206.05,102147.27,4,4.8,No,1.1,58,4
EMP-0434,2022-06-04,Legal,Senior,Non-binary,22,178294.6,42047.38,220341.98,2.6,4.4,No,3.6,74,3
EMP-0435,2015-04-24,Finance,Lead,Non-binary,32,122136.79,6599.58,128736.37,9.7,1.8,No,4.9,73,0
EMP-0436,2020-06-01,Operations,Senior,Non-binary,29,136400.99,22128.05,158529.04,4.6,2.8,No,2.4,69,13
EMP-0437,2023-06-04,Marketing,Lead,M,45,60649.8,9020.02,69669.82,1.6,3.2,No,2.1,55,20
EMP-0438,2019-12-20,Sales,Junior,M,27,129195.57,19904.53,149100.1,5,2.6,No,4,79,17
EMP-0439,2016-11-15,Engineering,Director,F,48,65721.31,12764.4,78485.71,8.1,3.2,No,1.8,60,3
EMP-0440,2020-08-14,Legal,Junior,F,36,108596.32,7265.34,115861.66,4.4,3.6,No,4.4,53,7
EMP-0441,2015-07-02,Engineering,Junior,F,45,156911.6,20357.84,177269.44,9.5,4,No,2.3,73,13
EMP-0442,2018-09-13,Finance,Manager,M,25,151193.09,21841.87,173034.96,6.3,1.5,No,4.9,22,12
EMP-0443,2020-09-06,Legal,Mid,M,30,108117.27,17067.42,125184.69,4.3,4.1,No,4.3,20,10
EMP-0444,2018-02-03,Engineering,Lead,M,31,39033.66,6904.82,45938.48,6.9,4.7,No,3.3,3,4
EMP-0445,2022-11-21,HR,Mid,F,36,78053.76,10447.83,88501.59,2.1,2,No,4.1,6,8
EMP-0446,2016-03-21,Engineering,Director,Non-binary,28,51085.07,11841.51,62926.58,8.8,1.5,No,2.1,23,2
EMP-0447,2016-08-28,HR,Mid,M,28,106200.36,582.96,106783.32,8.3,1.3,No,1.8,53,12
EMP-0448,2020-11-15,Marketing,Mid,F,22,166027.53,27380.7,193408.23,4.1,3.5,No,1.5,43,11
EMP-0449,2022-10-20,Engineering,Mid,Non-binary,38,169354.56,8164.81,177519.37,2.2,1.1,No,3.1,19,6
EMP-0450,2020-02-07,Engineering,Senior,F,36,47099.2,8143.47,55242.67,4.9,1.5,No,2.9,11,11
EMP-0451,2023-11-10,Product,Director,M,49,109335.2,10931.94,120267.14,1.1,1.8,No,1.8,35,12
EMP-0452,2016-10-26,Operations,Mid,F,53,97853.39,10914.51,108767.9,8.2,3.4,No,4.3,79,3
EMP-0453,2021-07-07,HR,Senior,M,50,59251.11,500.08,59751.19,3.5,3,Yes,2.6,77,20
EMP-0454,2023-06-13,Engineering,Junior,F,42,97261.09,4520.57,101781.66,1.6,2,No,3.6,47,4
EMP-0455,2020-02-01,HR,Director,M,43,65997,9362.82,75359.82,4.9,2.3,No,3.2,49,9
EMP-0456,2018-09-07,Sales,Manager,F,26,118222.52,19100.92,137323.44,6.3,3.7,No,2.3,40,6
EMP-0457,2018-01-26,Product,Lead,M,39,96079.4,2980.69,99060.09,6.9,1.7,No,3.4,30,18
EMP-0458,2015-05-01,Engineering,Lead,F,30,157038.22,15814.17,172852.39,9.7,4.6,Yes,1.2,2,2
EMP-0459,2022-02-27,Legal,Director,F,39,80992.5,7002.3,87994.8,2.8,1.3,No,3,6,12
EMP-0460,2019-12-15,Product,Director,M,45,170967.04,4391.44,175358.48,5,1.9,No,1.6,41,13
EMP-0461,2018-03-03,Finance,Director,F,56,178486.93,41681.62,220168.55,6.8,4.5,No,4.5,5,3
EMP-0462,2015-05-03,Operations,Senior,Non-binary,46,74137.25,3157.11,77294.36,9.7,1.6,No,1.5,40,4
EMP-0463,2021-11-15,Sales,Manager,Non-binary,37,118793.28,19638.58,138431.86,3.1,4.9,No,4.1,61,7
EMP-0464,2016-05-25,Operations,Director,M,44,115984.71,25309.96,141294.67,8.6,3.6,No,3.8,9,15
EMP-0465,2015-04-01,Finance,Lead,M,34,105708.61,8997.13,114705.74,9.8,4.3,Yes,3.1,40,9
EMP-0466,2022-11-05,Sales,Mid,F,45,90908.48,10282.47,101190.95,2.2,3.5,No,4.1,24,2
